requestNumber,requestId,beginDate,endDate,requestTitle,pi,piInstitution,fos,allocationType,abstract
NAIRR240063,1264501,2024-06-06,2024-12-06,A Metric-learning Paradigm for Verifying Origination of Textual Contents,"Le, Linh",Kennesaw State University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Breakthroughs in Large Language Models (LLMs) has enabled Artificial Intelligence (AI) assistant systems that can provide quality information with conveniences. An issue is paralleling the advantages, however. LLM generated contents are problematic in that they are seemingly indistinguishable from that of human, which cause many issues in areas like science, education, information security, etc. Furthermore, approaches in AI synthesized content detection are either computationally expensive or need accesses to the LLMs' internal computations, both of which hinder their public access. Specifically, the detection is performed through evaluating the similarity metric between the given text to an equivalent example generated by LLMs and through that determining the former's origination. Being able to utilizing the LLMs themselves externally, computational resources will be less demanding in the detection model side. Overall, research components of this project include 1) developing metric models that measure similarity among AI and human texts, 2) developing models that reconstruct contexts for input texts, 3) adapting the framework to use cases including long documents, emails, and conversations, and 4) adapting models to unknown LLMs."
NAIRR240072,1264513,2024-06-06,2024-12-06,Development of Foundational Large and Multimodal Language Models for Hydrology Research and Education,"Demir, Ibrahim",University of Iowa,Hydrology and Water Resources,NAIRR PIlot,"This project aims to revolutionize the field of hydrology by developing a Hydrological Foundational Large Language Model (LLM) and a Multimodal Large Language Model (MLLM). These advanced artificial intelligence models will be capable of processing and generating hydrological knowledge from both textual and non-textual data sources. The initiative seeks to enhance data accessibility, analysis, and the generation of insights for stakeholders in hydrology, including researchers, educators, practitioners, and policymakers. By leveraging vast datasets, including academic literature, sensor data, satellite imagery and maps, the project will train new models to support a wide range of applications. These applications include facilitating research hypothesis generation, creating dynamic educational materials, and informing water management and policy decisions. The development process involves data collection and preprocessing, model training, integration testing, and the creation of user-friendly interfaces, culminating in the public release of the models and findings. This endeavor is expected to significantly advance the understanding and management of water resources, promoting innovation and collaboration across the hydrology domain."
NAIRR240074,1264284,2024-06-06,2024-12-06,Scaling layer-wise feature shaping for robust deep networks: next-generation architectures inspired by communication theory,"Madhow, Upamanyu","University of California, Santa Barbara",Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"The exponential growth of AI is driven by rapid and continuing innovations in deep neural networks (DNNs). The ability to use massive amounts of computation and training data has led to stunning advances in a diversity of areas, including well-established applications such as recommendation systems and computer vision as well as emerging applications such as generative AI and scientific discovery.  However, AI researchers remain well aware that, despite their runaway success, DNNs lack robustness against noise, natural data distortions and adversarial attacks (the latter are small perturbations to the input designed to disrupt DNN performance).  The common approach to increase robustness in DNNs is data augmentation: the data used for training the DNN is augmented by the kinds of distortions that we wish to be resilient against.  However, it is difficult to scale this approach to enhance general-purpose robustness against a wide variety of distortions, including ones that we do not anticipate.

We have recently developed an approach for next-generation DNN architectures that draws upon ideas from communication theory, which forms the basis for today’s wireless cellular and WiFi systems.  A DNN processes the data in multiple layers, and the key idea is to modify the training objective so as to enhance the “signal-to-noise ratio,” a common measure of resilience in communication systems, at each layer.  This is done by adding layer-wise training objectives to shape the features extracted by each layer, in addition to the conventional end-to-end training objective.  We also modify the inference path of the DNN in accordance with communication-theoretic principles, introducing nonlinearities that attenuate distortions and perturbations.  Preliminary results on standard image datasets, based on modifying a single DNN layer using our approach, demonstrate significant gains in robustness with and without data augmentation.

The goal of this NAIRR project is to use the available computational resources to scale our experiments to larger datasets, replacing more layers using our approach. The goal is to provide comprehensive design guidelines and larger-scale proofs of concept of our approach, in order to establish this approach as an essential component of the DNN design toolkit.  We plan to engage the AI R&D community by continuing to open source our code, and by publishing our work in high-profile conferences and workshops."
NAIRR240082,1264498,2024-05-22,2024-11-22,Advancing Machine Learning Systems' Resilience Against Adversarial Attacks,"Shen, Haiying",University of Virginia,Computer Science,NAIRR PIlot,"We request computing resources for a project aimed at enhancing the resilience of machine learning systems against adversarial attacks. The research objectives are twofold. Firstly, we aim to assess the impact of adversarial attacks on large-scale deep learning models across diverse datasets in a distributed environment utilizing model parallelism. Secondly, we intend to devise a robust system to mitigate adversarial attacks on deep learning models, thereby preserving their reliability and trustworthiness during distributed training. Our goal is to construct a reliable machine learning system capable of addressing adversarial attack challenges in distributed training under model parallelism. This entails evaluating the trustworthiness of nodes and replacing untrusted ones with trusted ones based on computed trust scores to ensure the continuity of training tasks. Additionally, we will ensure the trustworthiness of parameters for model parallelism, including intermediate outputs and model parameter updates."
NAIRR240083,1264500,2024-06-06,2024-12-06,Improving the Reliability of Large Multimodal Models for Radiology with Confidence Estimates,"Rajpurkar, Pranav",Harvard Medical School,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Our project aims to advance artificial intelligence (AI) assisted radiology report generation for chest X-rays and abdominal computed tomography (CT) scans by developing a system that not only performs state-of-the-art clinically accurate medical report generation but also integrates calibrated confidence estimates for each individual statement in its output. This effort addresses the critical issue of automation bias, where the over-reliance on AI-generated reports could lead to diagnostic errors. By benchmarking and rigorously evaluating various confidence estimation methods, our project aims to minimize these risks. Incorporating confidence scores at the level of individual statements is key to enhancing AI-assisted reporting workflows, allowing radiologists to identify claims needing further scrutiny more efficiently. This strategy is expected to improve the accuracy and reliability of AI-supported radiology reporting."
NAIRR240084,1264529,2024-06-06,2024-12-06,Auditing data provenance for fine-tuned language models,"Venkatasubramanian, Suresh",Brown University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"The data used to train a language model is one of  the most valuable pieces of information we can have when assessing the performance and behavior of the model. Pre-trained models, especially large base models like GPT, BERT, and T5, along with their more recent successors like LLaMA 2, Mistral, and GPT-4, are trained on vast amounts of data taken from all across the web, and there is little to no transparency about what data is used and how. 

On the other hand, fine-tuned models make use of smaller and more customized data sets in order to tune a model for a specific task, such as breast cancer diagnosis from mammography images, customer reviews analysis for sentiment, and enhancing utility in dialog applications. Many of these data sets are well-known: the Data Provenance Initiative lists over $1800$ such data sets used in fine tuning, and provides detailed information about the data sets and their origin. It is therefore far more plausible that we can determine what data sets were used to fine-tune a model. This is also much more valuable information because the data set used for fine-tuning has a much more immediate effect on model behavior and thus helps us understand more clearly why models might produce the prompt responses that they do. 

The goal of this research project is to develop tools that given a dataset d and a fine-tuned model m, can determine whether d was used in fine-tuning to produce m either wholly or partially."
NAIRR240086,1263350,2024-06-06,2024-12-06,Exploring Heterogeneous Datacenter Design for Sustainable AI Deployment,"Brooks, David",Harvard University,Computer Science,NAIRR PIlot,"As we aim to advance the study of Safe, Secure, and Trustworthy AI, we must do so in a sustainable and efficient manner. The computing industry is forecasted to consume as much as 7-20% of global energy consumption by 2030 – a trend that is only accelerating given that ML models are becoming larger and more complex. Recent proposed legislation aimed at understanding the carbon footprint of AI encourages quantification of the designing and deploying AI at the datacenter-scale from an environmental perspective. While a plethora of novel hardware platforms have recently sought to accelerate AI workloads, there is a high cost to determining the optimal hardware and configuration for a given model, including a large sustainability footprint. To this end, we propose to construct a model to allow for the sustainable and efficient allocation of resources onto an array of novel AI accelerators. To do so, we will utilize the Argonne Leadership Computing Facility (ALCF) AI Testbed to construct a performance model that will allow researchers to predict the optimal hardware configuration for their workload. We will leverage the diversity of AI accelerators available in the ALCF testbed, including Groq and Cerebras, to measure how given workloads perform while constructing our model. We then aim to explore how to effectively schedule workloads across an array of heterogeneous accelerators, optimizing for both performance and carbon footprint."
NAIRR240088,1264511,2024-04-22,2024-10-22,Use of AI and sub-meter resolution satellite imagery to map permafrost thaw disturbances and human-built infrastructure at pan-Arctic scale,"Witharana, Chandi","University of Connecticut (Storrs, CT)",Geology and Solid Earth Sciences,NAIRR PIlot,"The Arctic is experiencing more rapid warming than many other regions leading to degradation of permafrost, - the permanently frozen earth materials that remain at 0°C or below for two or more consecutive years-, at an alarming rate. Widespread permafrost thaw induced disturbances negatively impact an array of natural processes, altering hydrology, vegetation dynamics and biogeochemical fluxes, and posing serious threat to human-built environment by damaging buildings and critical infrastructure sitting on permafrost-affected ground.  Permafrost thaw disturbances and microtopographic transitions are no longer localized phenomena but extend across the Arctic. Conventional field surveys and local-scale monitoring mechanisms are unable to offer synoptic assessments of permafrost degradations and ramifications on natural and human-built environments.  Consequently, there is a dire need for new monitoring tools to precisely map permafrost landforms and thaw disturbances and monitor their changes over time and assess the permafrost thaw risk on human-built infrastructure. 
Permafrost dominated landscape in the Arctic harbor a variety of distinctive landforms shaped by the freezing and thawing of the ground.  Ice-wedge polygons (IWPs), the most conspicuous and critical microtopographic formation found in the cold continuous permafrost regions, are underlain by several meter-wide and deep ice-wedges that form a network across the tundra. The microtopography associated with IWPs dictates the Arctic ecosystem from local to regional scales due to the impacts on the flow and storage of water and consequently alter vegetation and carbon dynamics. Field and remote sensing-based studies reported ice-wedge degradation transformation of low-centered polygons into high-centered polygons due to permafrost thaw at several locations across the Arctic tundra. Spatially patchy and temporally sparse knowledge on ice -wedge polygon system’s dynamics inevitably lead to uncertainties in regional and pan-Arctic estimates of carbon, water, and energy fluxes. Closing such critical information gaps and improving multi-scale models require objective and detailed geospatial data sets consolidating the ice wedge polygon extent and their prevailing successional stages.
The entire Arctic has been imaged by sub-meter resolution Maxar satellite sensors multiple times during the last two decades. Data repositories holding millions of Maxar images are now at petabyte scale. However, comprehensive Pan-Arctic science products derived from this imagery are scarce. This is largely due to data size (big data) and semantic complexity of satellite images. With the funding from NSF Polar Programs (award #s: 1927723, 1827872, 1927720), we pursue the first-of-its-kind permafrost science use case that capitalizes on a large volume of commercial satellite imagery to create the first Pan-Artic scale ice-wedge polygon map covering > 5 million km2 in the Arctic. We harnessed thousands of Maxar imagery, deep learning CNNs, and high-performance computing resources to develop a scalable and reproducible image-to-assessment pipeline. The operational implementation of our mapping pipeline on high-performance computing systems has detected more than one billion individual IWPs. The deep learning model predictions comprise spatial outlining of IWPs coupled with their classification and geometrical attributes at individual IWP-level. The resulting Pan-Arctic ice-wedge polygon map holds significant potential to serve a diverse user community, facilitating a deeper understanding of the intricate and interconnected processes governing the evolution of the ice-wedge polygon tundra landscape. 
The technical goal of this proposal is to improve the performance of our GeoAI pipeline by integrating vision transformers and extending its capabilities to map other important features. Self-attention-based neural net architectures, in particular Transformers have shown extraordinary success in multiple domains, especially in natural language processing (e.g., Chat GPT). Since foundation models are trained on internet-scale training data sets, they can be generalized with zero-shot and few-shot learning to a new task. The introduction of Segment Anything Model (SAM) is an attempt to come out with a foundation model for image segmentation tasks. SAM enables image segmentation without having to train the model on a large set of training samples (zero-shot learning). As with ChatGPT, SAM also uses a transformer-based approach. DL is rapidly moving away from the CNN-based computer vision models to vision transformers (ViTs). Currently, ViT-based models exhibit great promise on benchmark segmentation datasets. However, one major challenge is in adopting ViTs from everyday images to be able to segment geo-objects in high resolution satellite images. Continued access to HPC resources is critical for us to improve the existing DL pipelines via the introduction of new technologies, training and tuning of models, and to create new geospatial map products and reach our new aims successfully. The central objective of this proposal is to request HPC resources that are necessary to develop, train and validate transformer-based AI models."
NAIRR240089,1262392,2024-06-06,2024-12-06,Massive virtual screening of small molecules for high-affinity ASGPR ligands in MoDEs,"Lee, Ho-Joon",Yale School of Medicine,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Accurate prediction of binding affinity of a drug ligand bound to a target molecule such as a protein is of central importance in early drug discovery. Development of advanced computational tools has enabled better prediction of ligand-protein binding affinity with applications to high-throughput drug screening or virtual screening. To maximize the power of existing tools in a synergistic and scalable way with less model-specific bias, we recently developed a meta-modeling framework of ligand-protein binding affinity prediction by ensembling structure-based classical docking tools and sequence-based deep learning models, achieving state-of-the-art performances compared to exclusively structure-based deep learning models. On the other hand, a novel therapeutic modality has been recently advancing by targeted protein degradation technologies based on hetero-bifunctional compounds. One of them is a molecular degrader of extracellular proteins or MoDEs, which recruits an extracellular protein of interest for lysosomal degradation by exploiting the asialoglycoprotein receptor or ASGPR.

The goal of this proposal is to improve our sequence-based meta-models using larger training datasets to advance more trustworthy AI and carry out virtual screening of 51,000 compounds from the Therma Fisher Maybridge Screening Library to identify high-affinity ASGPR ligands. In a preliminary study, our pre-trained meta-models was validated against a benchmark set of 96 experimentally validated ASGPR ligands with a Pearson correlation of up to 0.52. We aim to improve accuracy, validity, and reliability of model performance, while controlling model-specific bias and vulnerability through our meta-modeling framework. The potential impact of this proposal will be discovery of optimal MoDEs as effective drugs in broad therapeutic applications."
NAIRR240091,1263968,2024-04-22,2024-10-22,Privacy-Preserving Synthetic Data Generation for AI Research,"De Cock, Martine",University of Washington Tacoma,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Data is the lifeblood of AI. Much of the most valuable data in the nation however is siloed in research centers, hospitals, banks, etc. The long and onerous processes that researchers have to go through to access each silo is causing a substantial underutilization of AI in many of the most important domains, including healthcare, genomics, justice, education, and finance. Synthetic data generation (SDG) offers an appealing solution to make data more broadly available for AI research while mitigating privacy concerns. Current SDG algorithms however lack provisions for protection of input privacy. Our goal is to leverage the NAIRR infrastructure to make it possible for data holders to contribute their data to an SDG process without disclosing that data in an unencrypted manner. The enhanced privacy brought by the ability to train synthetic data generators over encrypted data comes at a significant computational cost, which is a justifiable price to pay in very sensitive domains like healthcare and genomics."
NAIRR240092,1264326,2024-05-22,2024-11-22,Evaluation of LLMs as interactive agents for higher education,"Banavar, Mahesh",Clarkson University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,We propose to use LLMs as interactive tools to benefit both educators and students. The first step towards building these tools is to evaluate the suitability of various LLMs for this task. We will consider (1) pre-trained LLMs with no additional training provided; (2) a trained GPT by customizing OpenAI’s GPT 4; and (3) custom-trained open source LLMs such as LLaMa 2 and DLite.
NAIRR240093,1264549,2024-05-22,2024-11-22,GPU-accelerated high-performance computing to supercharge foundational AI models for pandemic prediction,"Bhattacharya, Debswapna",Virginia Tech,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"The COVID-19 pandemic and its consequences, from medical to economic to societal, serve as a recent example of the devastation pandemics can cause. Since most emerging human viral diseases are zoonotic (originating from animals), predicting a pandemic at its pre-emergence stage requires a strategy to determine when a pathogen has evolved the ability to spill over from its natural animal reservoir into humans. Thus, there is a critical need to develop a comprehensive predictive framework to identify novel viral sequences with zoonotic potential and determine what genetic changes in existing viral strains could contribute to human spillover. Unfortunately, experimental approaches to identify the genetic determinants of viral shifts are expensive, low throughput, potentially dangerous, or cover only a small portion of the genome at a time, and thus incommensurate with the scale of the problem. A computational framework powered by the advances in Artificial Intelligence (AI) can address the challenge by detecting putative positive selection events in viral sequences and discriminating between sequences that infect human cells and those that do not, advancing AI for healthcare. Recently, cutting-edge advances in AI, including foundational models and large language models, have emerged as the preferred method for tackling complex sequence modeling tasks, thanks to their ability to harness large sequence databases. Yet, their reliance on expansive sequence data and parameter sets limits their flexibility and practicality in real-world scenarios such as viral zoonosis. Concurrently, the recent surge in computationally predicted protein structures by advanced deep learning models such as AlphaFold2 unlocks new opportunities in protein representation learning. While promising, the computational burden carried by such complex data still hinders practical applications in virus-host systems. To address these limitations, we propose a novel framework to enhance protein language models by integrating viral protein structural data to incorporate conformational knowledge of viral evolution. Drawing from recent advances in graph transformers, our approach will refine the self-attention mechanisms of pre-trained language transformers by integrating structural information from viral proteins with structure extractor modules. The refined foundational AI model, termed Viral Adaptation with Structure-aware Transformer (VAST), will be further pre-trained on a viral protein structure database, using the same masked language modeling objective as traditional protein language models. Using the trained model, we will seek to discover the rules of viral evolution by deriving explainable theories of mutation pathways which in turn can help us decipher the mechanisms of viral evolution and inform drug/vaccine development workflows."
NAIRR240097,1264528,2024-05-22,2024-11-22,Trustworthy QA: Enhancing Complex Reasoning in Large Language Models,"Wang, Xuan",Virginia Tech,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Question answering (QA) aims to offer accurate answers to natural language queries based on a given context. Question answering has a wide range of downstream applications, including search engines, chatbots, and virtual assistants. The state-of-the-art QA systems are built on top of pre-trained large language models (LLMs), especially open-source LLMs that are widely adopted by companies in consideration of user data privacy. However, there is a growing concern about the accuracy and truthfulness of the information provided by these QA systems. To address this trustworthiness problem of open-source LLMs for the QA systems, we propose an open-domain QA model that 1) grounds the open-source LLMs’ (e.g., Llama) reasoning process to external evidence from knowledge bases (e.g., Wikipedia), 2) enhances the open-source LLMs’ evidence reasoning ability by analyzing the LLMs’ internal uncertainty (e.g., attention distribution), and 3) further boosts the open-source LLMs’ evidence reasoning ability with guidance from state-of-the-art black-box LLMs (e.g., GPT-4 from OpenAI). The expected outcome is an LLM with enhanced complex reasoning ability, minimizing issues like hallucination and dead-end reasoning scenarios."
NAIRR240098,1264554,2024-06-06,2024-12-06,Bayesian Nonlinear Intrinsic Dimension Learning in ImageNet,"Bhattacharya, Shrijita",Michigan State University,Statistics and Probability,NAIRR PIlot,"In statistical literature, there is a plethora of research which assumes that a high dimensional dataset (ambient space) usually sits in a lower dimensional manifold (intrinsic) such that the lower dimensional manifold can capture bulk of the statistical properties in the original high dimensional data. In this project, we intend to develop a Bayesian nonlinear approach to learn the intrinsic dimension of huge datasets like ImageNet. Nonlinear learning allows one to explore intrinsic spaces of the data which sit in a nonlinear transform of the ambient space.  The Bayesian approach provides the overall uncertainty quantification in joint estimation of the intrinsic dimension and the nonlinear map to the intrinsic space. The proposed method can be exploited to learn compressed products of large image datasets that are easier to deploy for future downstream tasks."
NAIRR240100,1263665,2024-06-06,2024-12-06,Integrating Logic Reasoning with Vision Language Models,"Kant, Krishna",Temple University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"The goal of this project is to study Video monitoring based situation recognition in a variety of environments. In the past we have very successfully integrated explicit logic reasoning (using run-time event calculus) with traditional computer vision (TCV) for several applications. We would like to bring the emerging video language models (VLMs) into the mix not only for additional, high-level description, but also to automate the formulation of logic assertions from those descriptions with the help of TCV and compatibility/consistency across multiple versions of VLMs that are fine-tuned with correlated events. One significant application of the technique is in our ongoing NSF project to study student engagement in virtual classrooms, where we believe that VLMs could helpful in generalizing the results obtained through TCV techniques."
NAIRR240101,1264538,2024-06-06,2024-12-06,Quantification of Mask Efficacy in Large Population,"Shoele, Kourosh",Florida State University,Fluid and Plasma Physics,NAIRR PIlot,"Airborne transmission of many viruses is possible through virus-laden fluid particles evicted from the mouth of an infected person to be inhaled by a healthy person. Using a facemask with proper fitness is an effective method to diminish the airborne transmission of pathogenic agents. To protect against the virus, mask fit on the wearer's facial topology and effective mask fabric are two critical components.  Here, we leverage new machine learning algorithms along with theoretical physics-based mathematical models to form predictive metrics about mask efficacy in a very large cohort of subjects and diverse daily activities such as talking. By determining realistic measures of mask efficacy in a large diverse population, we pay the way to specify how effectively one can evaluate the practical impact of mask usage on the transmission of respiratory diseases during early stages of potential respiratory diseases."
NAIRR240112,1264570,2024-06-06,2024-12-06,Scaling Resilient and Adaptable Decentralized Learning to Large Dynamic Networks,"Inouye, David",Purdue University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"This proposal addresses the challenge of deploying resilient  federated learning (FL) for distributed model training and inference on highly dynamic edge networks. We aim to develop methods that leverage pre-trained models to achieve robust performance under changing network conditions, including extreme device failures and adversarial attacks. Our research focuses on the vertical federated learning (VFL) setting, where edge devices contribute features of the same data points. Prior work by the authors requires training from scratch and has not been scaled beyond 49 devices. We propose to address these limitations by: (1) Investigating challenges in deploying pre-trained models (PMs) in dynamic environments with extreme faults. (2) Developing advanced methodologies for integrating PMs, including models like ResNet and efficient versions of large models. (3) Designing scalable and reliable FL methods for thousands of edge devices. This research will enable the development of robust and efficient VFL for real-world edge computing applications."
NAIRR240113,1264568,2024-04-22,2024-10-22,"Scalable Editing of Vision-Language Models, With Applications to Cyber-Physical Systems","Hegde, Chinmay",New York University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"This NAIRR Pilot project seeks to enable significant advances in scalable model editing approaches for making multimodal AI models safe, robust, and aligned with desirable societal values. Model editing refers to the process of systematically adjusting the weights of an existing (trained) AI model so that the new model obeys certain desiderata. Most model editing approaches suffer from issues of scale (they work only for small-scale models) and extent (they are only able to change model properties to a limited degree). Our project seeks to test novel strategies that can significantly surpass such limitations."
NAIRR240115,1264573,2024-04-22,2024-10-22,Agricultural pest identification with robustness guarantees,"Ganapathysubramanian, Baskar",Iowa State University,"Agriculture, Forestry, and Fisheries",NAIRR PIlot,"This proposal requests computational resources on TACC Frontera to advance a transformative project in agriculture: developing a robust foundational vision model for pest identification (insects, weeds, and diseases). It builds on preliminary work with InsectNet, a model trained on a large dataset of insect images, to expand its capabilities significantly. The team aims to utilize an expanded dataset of approximately 100 million images and incorporate new architectures, including transformers, to enhance model accuracy, scalability, and robustness. A key innovation is the introduction of certified robustness to ensure model reliability against adversarial attacks, making it a crucial tool for improving agricultural outcomes globally. This project is supported by the USDA-NIFA and NSF-funded AI Institute for Resilient Agriculture and an NSF CPS Frontiers grant, underscoring its importance and potential impact on sustainable food production."
NAIRR240121,1264582,2024-05-22,2024-11-22,Assessing and Improving Safety and Alignment of LLMs,"Prakash, Atul",University of Michigan,Computer Science,NAIRR PIlot,"​​The rapid advancement of large language models (LLMs) has significantly impacted various real-world applications. However, recent research reveals that LLM behavior does not always align with human preference: LLM-generated responses can be misleading, inaccurate, and even harmful. To ensure that LLM behavior remains congruent with human goals, recent efforts focus on aligning LLMs to be helpful, honest, and harmless (HHH). The de facto approach to improving such alignment is fine-tuning via techniques such as Reinforcement-learning with Human Feedback (RLHF) and Direct Preference Optimization (DPO). Unfortunately, these approaches can be inefficient. Along similar veins, prior research has identified that LLMs, even those fine-tuned for human alignment, can be vulnerable to jailbreaking and can be caused to generate harmful content. Developing defense techniques, such as guarded LLMs and other multi-agent LLMs, is an active research area. But, it is poorly understood if such defense techniques are secure against adaptive attacks. 

In this proposal, we suggest research thrusts to assess LLMs, including multi-agent ones, with respect to safety against an adaptive adversary.  We also propose to explore efficiency strategies for  training safer and  better aligned models with respect to human preferences."
NAIRR240122,1264576,2024-04-22,2024-10-22,Community Runnable Earth Digital Intelligence Twin Training and Reforecasts,"Gagne, David",National Center for Atmospheric Research,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"The goal of the Community Runnable Earth Digital Intelligence Twin (CREDIT) project is to develop, train, and evaluate global and regional artificial intelligence numerical weather prediction (AI NWP) models in an open, scaleable, science-focused framework. We will investigate how choices in the data processing, architecture, loss functions, and evaluation lead to more accurate, stable, physically consistent, and valuable AI NWP models and produce large sets of reforecasts for further analysis and evaluation by the broader community."
NAIRR240129,1264497,2024-04-22,2024-10-22,Exploring Iterative Reasoning in LLMs and the Transferability to Multimodal Models,"Winder, John",Johns Hopkins University Applied Physics Laboratory,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"This project aims to explore the reasoning process of Large Language Models (LLMs) and investigate the generalizability of these capabilities from text to multimodal contexts using joint embedding models. We hypothesize that transformers, the underlying architecture of LLMs, perform semantic reasoning through an iterative numerical optimization process. Through analyzing token transformations and employing techniques like principal component analysis (PCA), we seek to understand and interpret LLMs' reasoning processes. Additionally, we will investigate the transferability of this reasoning process to other modalities by leveraging the ImageBind model. This study not only seeks to better understand the reasoning mechanisms of LLMs but also to apply these findings to modalities beyond text."
NAIRR240137,1264567,2024-06-06,2024-12-06,Evaluating and Mitigating Biases in Clinical Decision Models,"Wang, Wei",University of California Los Angeles,Health Sciences,NAIRR PIlot,"The digitization of clinical records and the improvement of large language models enables the clinical decision models to intervene the clinical operations with predicted diagnosis decisions and foreseen outcomes. The safety and fairness of the clinical decision models are crucial for developers, hospitals, clinicians and patients. We propose to conduct a comprehensive evaluation with counterfactual data generation techniques to evaluate whether the clinical decision models treat patients of different demographic groups with various behavioral patterns fairly. We further propose to amplify the hidden bias in clinical decision models with in-context influence tracing and then optimize the clinical decision models to mitigate the negative influence of these hidden biases towards downstream tasks. With our proposed method, we would obtain the first comprehensive bias evaluation results across multiple bias sources and various clinical operation components. The bias mitigation method is expected to reduce the hidden bias without the need for additional human annotations."
NAIRR240138,1264597,2024-05-22,2024-11-22,Towards Open-World Jailbreaks for Large Language Models,"Xie, Cihang",University of California Santa Cruz Jack Baskin School of Engineering,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"As the cornerstone of a new era in AI, generative AI (GenAI) such as GPT-4 promises to catalyze a profound transformation across numerous sectors of society, from education and healthcare to entertainment and commerce. These models, with their unparalleled ability to comprehend and generate multiple data types — including text, images, and audio — at a human-alike level, signify a paradigm shift, unlocking applications previously considered unattainable. However, alongside their vast potential, these models are prone to critical challenges, including the generation of erroneous or harmful content. 

This proposal zeroes in on the critical examination of the robustness of Large Language Models (LLMs). Specifically, through the novel technical designs in ensemble attacks and optimization, we aim to advance the transferability of jailbreaking LLMs, ensuring their effectiveness even in open-world setups. By proactively and adversarially identifying these vulnerabilities, we aim to understand the specific ways in which LLMs break down, providing insights that will be pivotal in steering the evolution of GenAI systems towards greater safety and reliability."
NAIRR240140,1264589,2024-04-22,2024-10-22,Developing Reliable Agents for Automating Complex Digital Tasks,"Balasubramanian, Niranjan",Stony Brook University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Generative AI has greatly expanded the scope of automation in complex tasks. Many day-to-day digital tasks require interacting with tools via APIs to solve problems in a step-by-step manner. For example, paying what we owe friends for a night out involves using apps such as Splitwise, emails, and Venmo. Many such common activities are complex tasks, requiring our interaction with multiple applications. If LLMs can be augmented with API-based access to these apps, we can automate such complex tasks. There have been significant advances in LLM tool use, and an increased push for automation in solving complex tasks. ChatGPT Plugins, for example, aim to support real-time information retrieval, access to specific knowledge bases, and perform actions such as booking a flight on behalf of a user. There is vast potential for solving a wide variety of complex tasks through such LLM-based automation. 

However, translating this potential into viable and verified real-world solutions requires both substantial advances in model capabilities and rigorous evaluation in a controllable environment. To this end, this team has already developed, AppWorld, an execution environment, a collection of complex tasks, and programmatic evaluation to verify the correctness of the solutions exhaustively. Benchmarking results show that standard ways of applying state-of-the-art models are unreliable and ineffective for these tasks. This proposal is aimed at developing and training reliable LLM-based agents using three approaches: (i) Supervising LLMs with iterative bootstrapping of tasks, (ii) Learning with feedback from the programmatic evaluator, and (iii) Learning via self-exploration within the execution environment."
NAIRR240141,1264598,2024-06-06,2024-12-06,TEA: Two-Player LLM Games with an LLM Referee,"Zampetakis, Manolis",Yale University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Our project focuses on Large Language Models (LLMs), which are a rapidly advancing model of Artificial Intelligence. Our goal in this project, at a high level, is to design methods to increase the “performance” of an LLM, reduce its susceptibility to adversarial attacks, and also introduce metrics to measure its performance. In more detail, we aim to measure and enhance the performance of a “Target LLM” through its interactions with two other LLMs. One of them, the “Attacker LLM”, has a competing objective with the target, and the other one, the “Evaluator LLM”, evaluates the performance of both the Target and the Attacker and provides feedback. Our setup is designed so that the test of the performance or the improvement of the target LLM happens automatically without any human supervision. In particular, we plan to consider the interaction between the Target, the Evaluator, and the Attacker (TEA) in a game-theoretic setup."
NAIRR240143,1264605,2024-06-06,2024-12-06,NAIRR Pilot: Computational Foundations for Tractable Deep Generative Models,"Van den Broeck, Guy",University of California,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Probabilistic circuits represent joint distributions as deep computation graphs. They move beyond other deep generative models and probabilistic graphical models by guaranteeing tractable probabilistic inference for certain classes of queries: marginal probabilities, entropies, expectations, causal effects, etc., can all be computed exactly and efficiently, often in linear time. As such, probabilistic circuits provide an alternative, more capable and trustworthy architecture for the future of generative AI.
Recent developments have ensured that probabilistic circuits are now also effectively learned from data at scale. Moreover, tractable deep generative models are used to control the behavior of intractable deep generative models such as transformers and diffusion models. This way, probabilistic circuits achieve state-of-the-art results in constrained sampling from large language models, natural image distributions, and offline reinforcement learning models.Nevertheless, the computational investments made so far to develop tractable deep generative models is negligible compared to more traditional architectures.To bring the dream of tractable deep generative models to fruition, we propose this pilot project which will build a solid foundation by scaling up tractable model learning and its applications."
